player,season,pos,player_id,g,x3pa_per_game,x2pa_per_game,team,e_fg_percent,fga_per_game,x3p_percent,orb_per_game,x2p_percent,ft_percent,fg_percent,drb_percent,orb_percent,blk_percent,obpm,usg_percent,ast_percent,trb_percent,stl_percent,tov_percent,x3p_ar,ts_percent,f_tr,shooting_foul_committed,points_generated_by_assists,offensive_foul_drawn,and1,shooting_foul_drawn,fga_blocked,bad_pass_turnover,lost_ball_turnover,offensive_foul_committed
Chris Robinson,1997,SG,robinch01,41,2.2,2.3,VAN,0.473,4.4,0.382,0.6,0.376,0.615,0.379,8.3,3.9,1.0,-2.8,15.5,15.6,6.1,2.2,14.9,0.489,0.486,0.143,44,149,,0,3,3,21,5,1
Chris Webber,1997,PF,webbech01,72,2.1,14.1,WSB,0.543,16.2,0.397,3.3,0.535,0.565,0.518,20.8,10.1,3.7,3.1,24.6,19.9,15.5,2.3,15.0,0.129,0.554,0.268,115,694,,38,129,45,126,28,35
Chris Whitney,1997,PG,whitnch01,82,2.0,2.0,WSB,0.509,4.0,0.356,0.2,0.485,0.832,0.421,9.4,1.4,0.3,0.7,18.0,23.8,5.4,2.3,15.2,0.494,0.566,0.342,39,408,,3,21,14,39,15,3
Christian Laettner,1997,PF,laettch01,82,1.1,12.7,ATL,0.5,13.8,0.352,2.6,0.497,0.816,0.486,18.9,8.2,1.6,1.4,23.1,13.3,13.7,1.8,14.2,0.078,0.562,0.39,97,523,,45,190,67,80,45,30
Chucky Brown,1997,SF,brownch01,70,0.1,2.1,2TM,0.51,2.2,0.167,0.6,0.52,0.671,0.506,17.1,6.6,2.2,-1.6,12.4,5.7,11.9,0.6,9.3,0.039,0.552,0.455,49,63,,4,32,7,8,2,3
Chucky Brown,1997,SF,brownch01,60,0.1,2.0,MIL,0.512,2.1,0.167,0.6,0.525,0.661,0.508,17.0,6.9,2.2,-1.4,11.6,5.4,12.0,0.7,8.9,0.047,0.552,0.461,45,54,,3,27,4,6,2,2
Chucky Brown,1997,SF,brownch01,10,0.0,2.6,PHO,0.5,2.6,,0.3,0.5,0.727,0.5,18.2,4.3,1.8,-3.1,18.9,7.6,11.3,0.0,11.5,0.0,0.551,0.423,4,9,,1,5,3,2,0,1
Clarence Weatherspoon,1997,SF,weathcl01,82,0.1,9.8,PHI,0.491,9.9,0.167,2.7,0.493,0.738,0.491,17.4,7.9,2.1,-0.6,15.3,7.6,12.5,1.3,12.8,0.007,0.537,0.344,115,320,,20,118,80,50,36,7
Clifford Robinson,1997,SF,robincl02,81,4.3,8.6,POR,0.484,12.9,0.346,1.1,0.466,0.696,0.426,8.7,3.6,1.7,0.0,19.8,13.9,6.2,1.7,12.7,0.336,0.519,0.296,121,566,,36,126,61,76,34,7
Clifford Rozier,1997,C,roziecl01,42,0.0,4.1,2TM,0.454,4.1,0.0,2.4,0.459,0.508,0.454,21.6,15.7,4.8,-1.9,14.0,6.8,18.6,1.7,12.6,0.011,0.471,0.351,45,71,,11,33,17,6,8,1
Clifford Rozier,1997,C,roziecl01,1,0.0,1.0,GSW,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-8.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0
Clifford Rozier,1997,C,roziecl01,41,0.0,4.2,TOR,0.457,4.2,0.0,2.5,0.462,0.508,0.457,21.8,15.8,4.8,-1.8,14.0,6.8,18.7,1.7,12.7,0.012,0.473,0.353,45,71,,11,33,17,6,8,1
Clyde Drexler,1997,SG,drexlcl01,62,5.4,9.1,HOU,0.508,14.5,0.355,1.9,0.493,0.75,0.442,12.4,6.3,1.2,3.4,23.5,26.4,9.5,2.7,13.3,0.373,0.548,0.298,68,796,,26,94,40,96,34,13
Corie Blount,1997,PF,blounco01,58,0.1,3.0,LAL,0.517,3.1,0.333,1.9,0.517,0.675,0.514,18.3,12.9,2.0,-2.2,11.8,5.2,15.6,1.1,18.8,0.017,0.559,0.464,55,79,,5,32,9,20,8,8
Corliss Williamson,1997,SF,willico02,79,0.0,9.4,SAC,0.498,9.4,0.0,1.8,0.5,0.689,0.498,11.1,8.1,1.9,-1.6,22.8,10.9,9.5,1.6,15.5,0.004,0.535,0.337,112,266,,29,111,56,72,29,24
Cory Alexander,1997,PG,alexaco01,80,3.2,3.0,SAS,0.492,6.1,0.373,0.4,0.42,0.736,0.396,8.0,2.3,0.9,0.3,22.2,30.0,5.1,3.1,21.1,0.514,0.528,0.263,71,540,,6,38,23,83,26,9
Craig Ehlo,1997,SG,ehlocr01,62,1.5,2.5,SEA,0.405,4.0,0.284,0.6,0.392,0.5,0.351,10.1,5.6,0.4,-3.3,16.4,12.3,7.8,2.3,14.8,0.383,0.412,0.105,19,150,,3,12,19,22,6,4
Cuonzo Martin,1997,SG,marticu01,3,0.7,1.7,MIL,0.0,2.3,0.0,0.3,0.0,,0.0,0.0,9.5,0.0,-17.8,28.5,10.2,4.7,0.0,12.5,0.286,0.0,0.0,1,3,,0,0,0,0,0,0
Dale Davis,1997,PF,davisda01,80,0.0,8.6,IND,0.538,8.6,,3.8,0.538,0.428,0.538,21.4,14.1,2.4,0.2,15.9,4.0,17.8,1.2,12.1,0.0,0.532,0.313,94,139,,20,89,50,25,28,16
Dale Ellis,1997,SF,ellisda01,82,6.4,7.6,DEN,0.498,14.0,0.364,1.2,0.457,0.817,0.414,7.4,3.9,0.2,0.4,21.5,9.8,5.7,1.1,10.3,0.459,0.537,0.228,61,373,,12,86,46,67,19,17
Damon Stoudamire,1997,PG,stoudda01,81,6.1,11.2,TOR,0.463,17.4,0.355,1.1,0.426,0.823,0.401,8.9,3.0,0.3,3.4,25.3,38.2,5.8,2.0,15.4,0.353,0.516,0.285,62,1605,,23,113,91,141,79,6
Dan Majerle,1997,SF,majerda01,36,5.6,4.1,MIA,0.504,9.6,0.338,1.3,0.5,0.678,0.406,10.8,4.3,0.9,1.0,15.7,15.3,7.6,2.3,11.8,0.579,0.523,0.17,21,262,,9,23,21,32,5,3
Dana Barros,1997,PG,barroda01,24,4.4,6.2,BOS,0.52,10.5,0.41,0.2,0.453,0.86,0.435,7.6,0.8,0.6,1.6,18.8,18.6,3.9,1.8,12.5,0.415,0.552,0.17,16,186,,2,8,13,25,3,4
Danny Ferry,1997,PF,ferryda01,82,3.5,6.2,CLE,0.501,9.7,0.401,1.0,0.445,0.851,0.429,12.8,4.0,1.1,-0.6,17.6,10.4,8.3,1.2,10.1,0.358,0.523,0.11,112,333,,6,23,22,51,10,21
Danny Manning,1997,PF,mannida01,77,0.5,9.9,PHO,0.54,10.3,0.194,1.8,0.552,0.721,0.536,18.0,7.5,2.6,0.1,22.5,13.7,12.8,2.0,15.1,0.045,0.574,0.316,125,378,,31,103,27,74,32,15
Danny Schayes,1997,PF,schayda01,45,0.0,2.6,ORL,0.392,2.7,0.0,0.9,0.395,0.75,0.392,18.7,8.7,2.3,-4.7,14.5,4.1,13.6,1.5,15.9,0.008,0.465,0.433,36,30,,3,22,11,10,5,3
Darrell Armstrong,1997,PG,armstda01,67,2.7,2.4,ORL,0.462,5.1,0.304,0.5,0.47,0.868,0.383,4.9,4.0,0.7,0.5,22.4,29.7,4.4,3.3,20.2,0.525,0.525,0.307,24,407,,7,26,24,60,24,3
Darrick Martin,1997,PG,martida01,82,2.9,5.9,LAC,0.47,8.8,0.389,0.3,0.415,0.872,0.407,5.8,1.6,0.1,2.2,23.4,31.6,3.6,1.6,13.3,0.326,0.539,0.348,48,728,,12,85,48,72,20,9
Darrin Hancock,1997,SF,hancoda01,24,0.0,1.5,3TM,0.457,1.5,,0.2,0.457,0.714,0.457,12.4,3.7,0.6,-4.4,18.4,15.0,8.1,3.7,21.1,0.0,0.51,0.4,6,29,,0,4,4,3,2,2
Darrin Hancock,1997,SF,hancoda01,14,0.0,1.9,ATL,0.481,1.9,,0.2,0.481,0.667,0.481,13.6,4.3,0.9,-2.8,21.5,14.6,9.0,4.5,17.8,0.0,0.527,0.444,2,16,,0,3,3,2,1,1
Darrin Hancock,1997,SF,hancoda01,9,0.0,0.7,MIL,0.333,0.7,,0.1,0.333,,0.333,12.5,3.2,0.0,-8.4,11.9,14.6,7.8,2.7,40.0,0.0,0.333,0.0,3,10,,0,0,0,1,1,1
Darrin Hancock,1997,SF,hancoda01,1,0.0,2.0,SAS,0.5,2.0,,0.0,0.5,1.0,0.5,0.0,0.0,0.0,-2.2,16.7,21.1,0.0,0.0,0.0,0.0,0.694,1.0,1,3,,0,1,1,0,0,0
Darvin Ham,1997,SF,hamda01,36,0.0,1.7,2TM,0.532,1.7,,0.8,0.532,0.486,0.532,9.6,10.5,1.7,-4.3,14.0,6.9,10.0,1.5,22.1,0.0,0.536,0.565,30,31,,1,13,8,5,6,6
Darvin Ham,1997,SF,hamda01,35,0.0,1.7,DEN,0.525,1.7,,0.8,0.525,0.485,0.525,9.7,10.7,1.7,-4.4,13.8,7.1,10.2,1.3,21.8,0.0,0.53,0.541,30,31,,1,12,8,5,6,6
Darvin Ham,1997,SF,hamda01,1,0.0,1.0,IND,1.0,1.0,,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.8,26.6,0.0,0.0,10.8,34.7,0.0,0.798,2.0,0,0,,0,1,0,0,0,0
David Robinson,1997,C,robinda01,6,0.0,12.0,SAS,0.5,12.0,,3.2,0.5,0.654,0.5,27.0,15.0,3.3,6.8,32.6,11.5,20.8,2.2,7.8,0.0,0.559,0.722,5,20,,4,21,3,3,3,0
David Vaughn,1997,PF,vaughda02,35,0.0,2.1,ORL,0.431,2.1,,1.0,0.431,0.633,0.431,24.2,13.4,3.9,-5.9,17.7,3.8,18.7,1.5,25.4,0.0,0.475,0.417,27,18,,2,12,12,11,10,2
David Wesley,1997,PG,wesleda01,74,3.9,9.3,BOS,0.521,13.2,0.36,0.9,0.513,0.781,0.468,8.2,2.4,0.3,1.1,18.8,29.1,5.1,2.7,16.1,0.294,0.563,0.296,98,1199,,24,113,59,143,29,12
David Wingate,1997,SG,wingada01,65,1.1,2.2,SEA,0.474,3.3,0.352,0.4,0.448,0.825,0.416,6.6,3.0,0.5,-2.8,13.2,13.0,4.8,2.5,13.8,0.332,0.509,0.187,27,179,,3,16,9,18,7,5
David Wood,1997,PF,woodda01,46,0.3,0.5,MIL,0.592,0.8,0.333,0.1,0.652,0.667,0.526,11.2,2.6,1.9,-1.4,10.0,8.1,6.9,1.6,11.6,0.395,0.621,0.474,23,26,,0,4,0,3,1,0
Dean Garrett,1997,C,garrede01,68,0.0,5.7,MIN,0.573,5.7,,2.2,0.573,0.696,0.573,24.4,10.7,4.3,0.4,13.3,3.8,17.6,1.3,7.0,0.0,0.603,0.355,91,82,,18,70,33,10,12,3
Dee Brown,1997,PG,brownde01,21,3.1,4.8,BOS,0.428,7.9,0.308,0.4,0.406,0.818,0.367,9.6,1.6,1.0,-1.7,16.4,19.6,5.3,3.0,12.0,0.392,0.455,0.133,21,143,,0,5,6,15,2,0
Dell Curry,1997,SG,curryde01,68,4.4,7.9,CHH,0.535,12.3,0.426,0.6,0.478,0.803,0.459,9.7,2.4,0.5,1.2,22.5,10.0,6.1,1.6,9.4,0.354,0.561,0.17,62,251,,8,43,28,35,26,5
Dell Demps,1997,SG,dempsde01,2,0.5,1.0,ORL,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,17.9,0.0,0.0,5.4,0.0,0.333,0.258,0.667,0,0,,0,1,1,0,0,0
Dennis Rodman,1997,PF,rodmade01,55,0.3,4.9,CHI,0.456,5.2,0.263,5.8,0.461,0.568,0.448,32.2,18.9,0.7,0.2,10.0,11.4,25.6,0.9,25.5,0.066,0.479,0.308,58,367,,5,24,6,56,12,10
Dennis Scott,1997,SF,scottde01,66,5.7,5.7,ORL,0.496,11.3,0.394,0.6,0.402,0.792,0.398,9.1,2.1,0.7,0.2,18.6,11.1,5.5,1.9,9.3,0.498,0.519,0.135,72,326,,7,31,27,49,19,5
Derek Fisher,1997,PG,fishede01,80,0.9,2.4,LAL,0.439,3.3,0.301,0.3,0.434,0.658,0.397,8.8,3.1,0.4,-2.9,18.8,20.1,6.0,2.3,18.4,0.279,0.491,0.458,24,260,,7,40,21,46,9,8
Derek Harper,1997,PG,harpede01,75,2.3,6.6,DAL,0.488,9.0,0.341,0.4,0.48,0.742,0.444,5.7,1.6,0.4,-0.9,17.9,25.3,3.6,2.2,15.3,0.261,0.516,0.19,54,717,,6,41,12,94,6,11
Derek Strong,1997,PF,stronde01,82,0.2,7.0,ORL,0.447,7.1,0.0,2.1,0.457,0.803,0.447,20.7,9.9,0.8,-1.8,18.0,6.2,15.2,1.3,13.0,0.022,0.513,0.372,102,166,,17,94,61,35,16,13
Derrick Alston,1997,C,alstode01,2,0.0,2.5,ATL,0.0,2.5,,1.5,0.0,0.0,0.0,10.6,33.3,0.0,-9.5,25.2,0.0,21.7,0.0,0.0,0.0,0.0,0.4,0,0,,0,1,0,0,0,0
Derrick Coleman,1997,PF,colemde01,57,2.1,12.6,PHI,0.455,14.7,0.269,2.8,0.463,0.745,0.435,22.1,7.9,2.6,0.8,23.7,15.7,14.9,1.2,15.6,0.142,0.518,0.437,88,431,,21,139,59,89,46,7
Derrick McKey,1997,SF,mckeyde01,50,1.2,6.4,IND,0.41,7.6,0.259,1.6,0.414,0.724,0.391,13.0,6.7,1.7,-1.7,16.5,15.2,9.9,1.7,16.1,0.153,0.462,0.325,72,288,,13,48,30,46,16,5
Detlef Schrempf,1997,SF,schrede01,61,2.6,9.2,SEA,0.531,11.9,0.354,1.4,0.531,0.801,0.492,16.9,4.8,0.6,2.9,21.1,20.4,10.9,1.5,14.8,0.222,0.592,0.436,71,606,,15,108,31,85,31,8
Devin Gray,1997,PF,grayde01,6,0.0,4.3,2TM,0.308,4.3,,1.0,0.308,0.4,0.308,19.5,14.2,0.0,-12.0,31.1,6.4,16.8,4.4,15.1,0.0,0.319,0.192,3,4,,1,3,1,2,1,1
Devin Gray,1997,PF,grayde01,3,0.0,3.7,SAC,0.273,3.7,,1.0,0.273,0.5,0.273,28.3,13.8,0.0,-4.3,22.9,12.6,21.0,6.3,0.0,0.0,0.313,0.364,1,4,,0,2,0,0,0,0
Devin Gray,1997,PF,grayde01,3,0.0,5.0,SAS,0.333,5.0,,1.0,0.333,0.0,0.333,10.4,14.5,0.0,-19.9,39.6,0.0,12.5,2.3,24.5,0.0,0.324,0.067,2,0,,1,1,1,2,1,1
Dexter Boney,1997,SG,boneyde01,8,0.8,1.6,PHO,0.342,2.4,0.167,0.4,0.385,0.75,0.316,7.2,7.3,1.5,-4.0,22.1,0.0,7.3,2.1,4.3,0.316,0.422,0.421,2,0,,0,4,2,1,0,0
Dickey Simpkins,1997,PF,simpkdi01,48,0.1,1.9,CHI,0.339,1.9,0.25,0.8,0.337,0.7,0.333,15.8,10.5,1.0,-5.6,16.4,10.4,13.2,0.7,24.0,0.043,0.411,0.43,16,68,,4,17,18,6,8,5
Dikembe Mutombo,1997,C,mutomdi01,80,0.0,9.0,ATL,0.527,9.0,,3.4,0.527,0.705,0.527,25.9,11.0,7.0,0.3,17.4,6.4,18.6,0.9,16.9,0.0,0.584,0.602,123,259,,32,169,58,34,37,30
Dino Radja,1997,C,radjadi01,25,0.0,13.5,BOS,0.44,13.6,0.0,1.8,0.441,0.718,0.44,23.8,5.4,4.1,-2.9,21.6,9.2,13.9,1.3,15.9,0.003,0.471,0.209,47,104,,11,34,28,25,14,8
Dominique Wilkins,1997,SF,wilkido01,63,3.8,11.3,SAS,0.453,15.1,0.293,2.7,0.458,0.803,0.417,14.9,10.1,1.3,3.3,29.7,11.9,12.4,1.1,10.9,0.251,0.517,0.367,30,255,,31,146,72,60,20,16
Don MacLean,1997,SF,macledo01,37,1.0,8.8,PHI,0.463,9.9,0.316,1.1,0.462,0.66,0.447,15.1,5.9,1.0,-1.3,26.2,9.4,10.4,0.8,10.3,0.104,0.493,0.266,36,85,,6,39,25,20,11,7
Don Reid,1997,PF,reiddo01,47,0.0,2.4,DET,0.482,2.4,0.0,0.8,0.486,0.75,0.482,17.1,9.9,2.7,-5.3,16.0,5.1,13.6,2.0,15.4,0.009,0.523,0.286,59,30,,4,17,7,6,3,6
Donald Royal,1997,SF,royaldo01,62,0.0,2.3,3TM,0.425,2.4,0.0,0.8,0.431,0.803,0.425,14.1,7.3,1.0,-3.3,12.9,4.3,10.7,1.4,19.2,0.014,0.552,0.801,55,54,,9,50,16,21,5,12
Donald Royal,1997,SF,royaldo01,25,0.0,1.6,CHH,0.525,1.6,,0.7,0.525,0.8,0.525,14.7,7.0,0.5,-4.0,11.4,4.5,11.0,2.0,28.4,0.0,0.632,0.875,25,22,,1,16,3,11,3,4
Donald Royal,1997,SF,royaldo01,36,0.1,2.6,GSW,0.385,2.7,0.0,0.9,0.394,0.795,0.385,14.5,7.7,1.4,-2.8,13.3,4.0,11.1,1.1,14.4,0.021,0.522,0.813,29,29,,8,32,11,9,2,7
Donald Royal,1997,SF,royaldo01,1,0.0,10.0,ORL,0.4,10.0,,1.0,0.4,1.0,0.4,0.0,3.9,0.0,-4.6,23.5,6.0,2.0,0.0,20.3,0.0,0.51,0.4,1,3,,0,2,2,1,0,1
Donald Whiteside,1997,PG,whitedo01,27,1.3,0.7,TOR,0.436,2.0,0.333,0.1,0.316,0.733,0.327,4.7,0.9,0.0,-3.0,13.6,21.0,2.7,2.3,21.6,0.655,0.479,0.273,3,86,,0,3,2,12,0,1
Donnie Boyce,1997,SG,boycedo01,22,0.7,2.1,ATL,0.349,2.9,0.125,0.3,0.404,0.5,0.333,6.1,5.5,2.0,-6.8,27.2,14.7,5.8,3.6,18.0,0.254,0.378,0.349,8,26,,0,9,7,11,3,0
Donny Marshall,1997,SF,marshdo02,56,1.6,1.3,CLE,0.428,2.9,0.379,0.4,0.26,0.704,0.325,11.6,5.2,0.5,-2.6,19.7,7.5,8.3,2.5,14.8,0.544,0.476,0.338,35,52,,1,19,10,15,8,5
Dontonio Wingfield,1997,SF,wingfdo01,47,1.6,2.5,POR,0.477,4.1,0.338,1.3,0.457,0.675,0.409,15.0,13.5,0.8,-2.0,20.5,12.8,14.3,1.3,18.9,0.399,0.501,0.207,42,98,,6,17,11,17,9,3
Donyell Marshall,1997,SF,marshdo01,61,1.8,5.1,GSW,0.455,6.9,0.315,1.5,0.448,0.622,0.413,21.4,10.7,3.5,0.0,22.6,9.1,16.0,1.3,10.6,0.264,0.478,0.233,57,119,,8,44,22,19,16,5
Doug Christie,1997,SG,chrisdo01,81,4.7,7.0,TOR,0.495,11.7,0.384,1.0,0.44,0.775,0.417,13.4,3.1,1.1,0.0,18.4,16.7,8.1,3.4,15.6,0.404,0.543,0.322,93,720,,22,111,81,93,44,18
Doug Overton,1997,PG,overtdo01,61,0.7,2.5,PHI,0.453,3.1,0.25,0.3,0.473,0.938,0.426,8.8,3.0,0.0,-1.4,16.7,25.2,5.8,1.9,15.6,0.211,0.514,0.253,15,230,,8,16,11,17,11,2
Doug West,1997,SG,westdo01,68,0.7,6.5,MIN,0.482,7.1,0.333,0.5,0.481,0.681,0.467,6.8,2.3,0.9,-3.9,14.1,9.4,4.6,1.7,11.2,0.093,0.505,0.194,110,235,,9,38,25,30,13,11
Duane Causwell,1997,C,causwdu01,46,0.1,2.0,SAC,0.521,2.0,0.667,1.2,0.505,0.541,0.511,14.2,11.3,4.9,-5.2,11.1,5.1,12.7,1.4,23.6,0.032,0.535,0.394,67,50,,1,14,5,8,4,8
Duane Ferrell,1997,SF,ferredu01,62,0.7,4.7,IND,0.499,5.4,0.409,0.9,0.481,0.617,0.472,8.8,6.2,0.4,-1.3,18.0,10.3,7.5,1.8,12.7,0.131,0.521,0.279,44,137,,8,38,36,26,11,7
Dwayne Schintzius,1997,C,schindw01,15,0.1,2.3,LAC,0.375,2.4,0.5,0.6,0.353,0.875,0.361,13.6,8.7,6.1,-6.1,17.9,5.4,11.1,0.5,15.0,0.056,0.43,0.222,16,9,,2,3,1,4,3,0
Earl Cureton,1997,PF,curetea01,9,0.0,0.9,TOR,0.375,0.9,,0.4,0.375,0.333,0.375,13.1,9.9,0.0,-5.0,10.0,13.1,11.5,0.0,9.7,0.0,0.376,0.375,4,11,,1,2,0,0,0,1
Ed O'Bannon,1997,SF,obanned01,64,1.1,3.3,2TM,0.366,4.4,0.257,0.8,0.359,0.886,0.333,14.0,6.4,1.1,-3.3,16.9,7.7,10.1,1.9,6.4,0.251,0.399,0.125,62,88,,6,18,18,12,1,3
Ed O'Bannon,1997,SF,obanned01,19,0.5,3.3,DAL,0.243,3.8,0.1,0.5,0.258,0.917,0.236,18.2,5.9,0.9,-6.8,21.9,10.3,11.9,1.5,7.2,0.139,0.298,0.167,15,22,,2,5,5,5,0,0
Ed O'Bannon,1997,SF,obanned01,45,1.3,3.3,NJN,0.408,4.6,0.283,0.9,0.401,0.87,0.367,12.9,6.6,1.2,-2.4,15.5,6.9,9.6,2.0,6.1,0.29,0.435,0.111,47,66,,4,13,13,7,1,3
Ed Pinckney,1997,PF,pincked01,27,0.0,1.6,MIA,0.535,1.6,,0.9,0.535,0.8,0.535,17.1,11.1,2.6,-2.8,12.6,3.5,14.1,1.6,26.0,0.0,0.611,0.581,17,13,,3,14,6,5,5,1
Eddie Johnson,1997,SF,johnsed03,52,2.5,4.4,2TM,0.51,7.0,0.374,0.5,0.481,0.809,0.442,13.7,3.6,0.2,-0.5,22.0,10.0,8.8,0.9,10.7,0.362,0.541,0.188,37,108,,6,23,12,27,6,6
Eddie Johnson,1997,SF,johnsed03,24,4.3,5.1,HOU,0.535,9.4,0.388,1.0,0.496,0.854,0.447,13.5,4.8,0.1,0.4,20.5,9.6,9.4,0.9,10.9,0.456,0.568,0.181,22,72,,5,16,7,19,5,0
Eddie Johnson,1997,SF,johnsed03,28,1.0,3.9,IND,0.467,4.9,0.321,0.1,0.463,0.741,0.434,14.2,1.2,0.3,-2.4,24.9,10.6,7.8,0.9,10.3,0.206,0.497,0.199,15,36,,1,7,5,8,1,6
Eddie Jones,1997,SG,jonesed02,80,4.9,8.7,LAL,0.508,13.5,0.391,1.1,0.464,0.819,0.438,8.9,3.5,1.2,1.5,20.9,15.0,6.2,3.3,12.1,0.36,0.559,0.312,72,580,,18,109,74,88,16,17
Elden Campbell,1997,PF,campbel01,77,0.1,12.2,LAL,0.47,12.2,0.25,2.7,0.47,0.711,0.469,18.3,9.5,3.5,-0.6,22.0,8.6,14.0,1.0,10.5,0.004,0.52,0.393,152,289,,27,148,77,55,21,18
Eldridge Recasner,1997,SG,recasel01,71,2.0,3.0,ATL,0.506,4.9,0.414,0.5,0.429,0.879,0.423,7.7,3.5,0.3,-0.9,17.2,13.3,5.7,1.7,14.8,0.4,0.539,0.166,36,212,,6,18,19,37,14,4
Elliot Perry,1997,PG,perryel01,82,1.7,3.9,MIL,0.527,5.6,0.358,0.3,0.523,0.745,0.474,7.6,1.8,0.1,0.2,17.9,25.1,4.8,3.3,18.0,0.299,0.557,0.231,28,527,,5,23,19,67,25,2
Elmer Bennett,1997,PG,benneel01,9,1.0,1.1,2TM,0.395,2.1,0.333,0.0,0.3,0.7,0.316,6.0,0.0,0.0,-6.7,20.0,22.3,3.1,2.8,29.9,0.474,0.47,0.526,2,29,,0,2,2,6,2,1
Elmer Bennett,1997,PG,benneel01,5,1.2,1.4,DEN,0.385,2.6,0.333,0.0,0.286,0.5,0.308,5.7,0.0,0.0,-10.1,18.7,17.8,2.9,1.8,40.4,0.462,0.407,0.308,2,17,,0,1,1,6,2,1
Elmer Bennett,1997,PG,benneel01,4,0.8,0.8,HOU,0.417,1.5,0.333,0.0,0.333,0.833,0.333,6.9,0.0,0.0,5.8,24.6,39.1,3.6,6.5,0.0,0.5,0.579,1.0,0,12,,0,1,1,0,0,0
Elmore Spencer,1997,C,spencel01,1,0.0,1.0,SEA,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-12.2,18.3,0.0,0.0,10.6,50.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0
Emanual Davis,1997,PG,davisem01,13,2.1,2.1,HOU,0.556,4.2,0.444,0.2,0.444,0.625,0.444,9.6,1.1,0.7,-1.8,14.7,17.1,5.5,2.1,22.8,0.5,0.565,0.148,5,56,,0,3,3,7,4,1
Ennis Whatley,1997,PG,whatlen01,3,0.0,1.3,POR,0.5,1.3,,0.0,0.5,,0.5,15.7,0.0,0.0,-8.3,10.2,20.5,8.1,0.0,20.0,0.0,0.5,0.0,2,7,,0,0,1,1,0,0
Eric Leckner,1997,C,leckner01,20,0.0,1.7,2TM,0.424,1.7,,0.3,0.424,0.5,0.424,29.0,4.6,1.2,-10.1,17.8,6.4,16.6,1.3,20.7,0.0,0.444,0.364,15,12,,0,5,4,3,3,3
Eric Leckner,1997,C,leckner01,1,0.0,3.0,CHH,0.0,3.0,,0.0,0.0,,0.0,10.7,0.0,0.0,-15.5,12.8,12.1,5.5,0.0,0.0,0.0,0.0,0.0,1,2,,0,0,0,0,0,0
Eric Leckner,1997,C,leckner01,19,0.0,1.6,VAN,0.467,1.6,,0.3,0.467,0.5,0.467,30.7,5.0,1.3,-9.6,18.3,5.9,17.7,1.4,22.1,0.0,0.482,0.4,14,10,,0,5,4,3,3,3
Eric Mobley,1997,C,mobleer01,28,0.0,2.3,VAN,0.444,2.3,,1.1,0.444,0.533,0.444,10.7,11.2,2.5,-6.5,15.9,7.3,11.0,0.9,27.6,0.0,0.472,0.476,22,34,,4,16,3,9,5,5
Eric Montross,1997,C,montrer01,78,0.0,4.5,2TM,0.456,4.5,,2.3,0.456,0.339,0.456,21.5,10.5,3.1,-4.3,11.0,5.2,15.8,0.6,17.0,0.0,0.45,0.178,140,146,,8,30,31,31,8,19
Eric Montross,1997,C,montrer01,47,0.0,4.0,DAL,0.46,4.0,,1.4,0.46,0.294,0.46,20.4,7.7,2.7,-5.7,11.8,5.2,13.9,0.5,20.2,0.0,0.451,0.182,78,75,,4,18,17,23,2,13
Eric Montross,1997,C,montrer01,31,0.0,5.2,NJN,0.451,5.2,,3.7,0.451,0.393,0.451,22.7,13.9,3.5,-2.8,10.1,5.1,18.1,0.7,13.0,0.0,0.45,0.173,62,71,,4,12,14,8,6,6
Eric Murdock,1997,PG,murdoer01,12,0.8,1.9,DEN,0.515,2.8,0.4,0.1,0.478,0.917,0.455,9.9,1.0,1.2,1.8,19.3,34.8,5.5,4.1,22.3,0.303,0.588,0.364,4,52,,2,4,3,5,0,1
Eric Piatkowski,1997,SG,piatker01,65,1.8,2.7,LAC,0.535,4.6,0.425,0.8,0.466,0.821,0.45,9.1,7.4,1.0,3.2,22.8,12.2,8.2,2.3,12.1,0.403,0.579,0.282,37,112,,8,35,18,28,7,3
Eric Snow,1997,PG,snower01,67,0.2,2.2,SEA,0.463,2.4,0.267,0.3,0.47,0.712,0.451,8.2,2.7,0.3,-1.9,14.2,31.0,5.5,2.5,19.9,0.091,0.515,0.402,33,358,,4,27,11,26,15,1
Eric Williams,1997,SG,willier01,72,0.1,11.3,BOS,0.457,11.4,0.25,1.8,0.458,0.752,0.456,10.4,5.5,0.4,-1.1,20.3,8.6,7.8,1.5,12.1,0.01,0.533,0.532,88,291,,47,198,87,55,26,22
Erick Dampier,1997,C,dampier01,72,0.0,4.7,IND,0.391,4.7,1.0,1.3,0.388,0.637,0.39,22.1,11.1,5.6,-4.4,21.7,6.9,16.7,1.0,17.0,0.003,0.451,0.5,67,111,,6,72,42,32,10,15
Erick Strickland,1997,SG,stricer01,28,3.3,5.9,DAL,0.453,9.1,0.304,0.8,0.451,0.813,0.398,10.7,3.2,0.5,-2.5,21.6,15.6,6.9,1.9,18.5,0.359,0.51,0.313,22,155,,6,28,13,49,4,4
